subject,object,relation,uid,status
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:38837229:iSXbcKsARUHde48QbC5yDL,KG_ALREADY_EXISTS
DMD,Weakness,Disease - Phenotype (positive),:38837229:NoyiWfsRk7gq36Q8r4kxoi,APPROVED(NODE_ALL_EXISTS)
DMD,cardiorespiratory failure,Disease - Phenotype (positive),:38837229:n5JpJp52h9skRgy3vmPaKR,ONLY_ONE_SIDE_SYNONYM
DMD,devastating disease,Disease - Phenotype (positive),:38837229:Sk5uNquXoTUQmqH3J8cF7W,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,loss of ambulation,Disease - Phenotype (positive),:38829874:V5ZZAGgjfRWLmqgSfDvJoH,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,forced vital capacity (FVC) <80%-predicted,Disease - Phenotype (positive),:38829874:HFikWmKaUvECort5rAmJ5T,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,performance of upper limb (PUL) 1.2 total score,Disease - Phenotype (positive),:38829874:kkJ2GXpEEZxe64mPj4DG76,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,worse mean ambulatory function,Disease - Phenotype (positive),:38829874:VL7umCqAR9DwQ8Q58ZP2A9,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,declining pulmonary function,Disease - Phenotype (positive),:38829874:RuwThvEbM6eRUcPQihw2oS,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,declining upper limb function,Disease - Phenotype (positive),:38829874:RjzRaGFrSAeuUXHYKCtX9h,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,gastrointestinal (GI) problems,Disease - Phenotype (positive),:38823288:jwYY2EAKTfG5uFVEui3ksj,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,gastrointestinal pseudo-obstruction,Disease - Phenotype (positive),:38823288:UwVd3cuKhMpJ4KXUStnuYc,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,(sub)ileus,Disease - Phenotype (positive),:38823288:WjiVj4V4m9BKTHzkFskHYR,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,gastric dilatation,Disease - Phenotype (positive),:38823288:U6LGSbiUoCPhtxnWTiSQg8,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,lower urinary tract symptoms (LUTS),Disease - Phenotype (positive),:38822858:GFNnqRmEiKHw4BX7Kqbugo,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,lower urinary tract dysfunction (LUTD),Disease - Phenotype (positive),:38822858:SbzCLHEPhYfrtTHafN9NFH,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,holding maneuvers,Disease - Phenotype (positive),:38822858:iu9HGgak4mCh5GuHAoYT6J,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,urinary urgency,Disease - Phenotype (positive),:38822858:dYUSJkCNKEdw6YzLsbvYyk,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,daytime urinary incontinence,Disease - Phenotype (positive),:38822858:GK8VdkWECdtBAi428BDhx5,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,enuresis,Disease - Phenotype (positive),:38822858:ii5aPGEYc2ox9MrX3xRV77,APPROVED(NODE_ALL_EXISTS)
Dystrophinopathies,DMD gene,Disease - Protein,:38818548:7tfirwRTFasF3y8XXqTsmn,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,X-linked recessive disorder,Disease - Phenotype (positive),:38816675:2HsCTRJihxKKZeK4aSSbA6,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,progressive skeletal muscle degeneration,Disease - Phenotype (positive),:38816675:nwooDqYd5NNJvHiKeNjmqi,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,systemic effects,Disease - Phenotype (positive),:38816675:BZBBAy4RpzEwj5ot46ewjq,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,handgrip strength thresholds,Disease - Phenotype (positive),:38788084:Pbka5tPbpyiTykrKeWGNfs,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,key pinch strength thresholds,Disease - Phenotype (positive),:38788084:TpCXKEXJfCMELpnj4yXKv9,ONLY_ONE_SIDE_SYNONYM
Spinal Muscular Atrophy,handgrip strength thresholds,Disease - Phenotype (positive),:38788084:SBiz8wuwQ7yRCr9eb6EHhy,ONLY_ONE_SIDE_SYNONYM
Spinal Muscular Atrophy,key pinch strength thresholds,Disease - Phenotype (positive),:38788084:Yc2WDJZkPYFTJF2QwTVMBt,ONLY_ONE_SIDE_SYNONYM
Casgevy,severe sickle cell disease,Drug - Disease (indication),:38786024:g5MqYrS4V98jwwDf6jMDM8,TWO_SIDE_NO_SYNONYM
Casgevy,transfusion-dependent β-thalassemia,Drug - Disease (indication),:38786024:GXZk6H47X8VSbddFELnkiz,TWO_SIDE_NO_SYNONYM
Casgevy,CRISPR/Cas9,Drug - Protein,:38786024:Pbkx4A8XBDG7WwQ6nKXo7d,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy (DMD),dystrophin,Disease - Protein,:38786024:gHQY65rjSTvHvhPa495y92,KG_ALREADY_EXISTS
Dystrophin-Expressing Chimeric (DEC) cells,Duchenne Muscular Dystrophy (DMD),Drug - Disease (indication),:38785982:oCnZzxdBgquejDizyRcqQk,ONLY_ONE_SIDE_SYNONYM
DEC therapy,DMD,Drug - Disease (indication),:38785982:7wRFw8qouWWXYXN8y3R73Z,ONLY_ONE_SIDE_SYNONYM
DEC therapy,dystrophin,Drug - Protein,:38785982:2v2eZbpFy9n7wfCx8hNJLD,ONLY_ONE_SIDE_SYNONYM
chimeric cell-based therapies,DMD,Drug - Disease (indication),:38785982:5vEtMPTZARkgkgPB4Ueq4V,ONLY_ONE_SIDE_SYNONYM
chimeric cell-based therapies,neuromuscular disorders,Drug - Disease (indication),:38785982:7Le5zMWFNhgjgvZjjc3N9e,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,X-linked disease,Disease - Phenotype (positive),:38782084:3DRcSHJmXUB8A3s2QKi3cp,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:38782084:4TahwkYEuP2ZLfta7rp348,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,inflammation,Disease - Phenotype (positive),:38782084:HuYxb6SqGvoR5WACbnjWxG,NO_ID
Duchenne muscular dystrophy,fibrosis,Disease - Phenotype (positive),:38782084:oYsQzHTtzCdGf9w3hyGVfr,NO_ID
Duchenne muscular dystrophy,muscle atrophy,Disease - Phenotype (positive),:38782084:hwkoUWvyVbmeiNauUDU4ZA,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,progressive muscle weakness,Disease - Phenotype (positive),:38782084:Tzx7pVumMiDM5ZZAb5nhgY,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,respiratory failure,Disease - Phenotype (positive),:38782084:9LGN3LdNqkQzdBKV5bsNKB,KG_ALREADY_EXISTS
mitochondrial function,CISD/NEET proteins,Biological process - Protein,:38781208:6epKYBZS5gR8t92Sa3mdQ8,ONLY_ONE_SIDE_SYNONYM
outer mitochondrial,CISD1/mitoNEET,Cellular component - Protein,:38781208:ma3GUzgdY4TP4ZX36fywnS,ONLY_ONE_SIDE_SYNONYM
outer mitochondrial,CISD2/NAF-1,Cellular component - Protein,:38781208:np5UJPwmQXRtUHh7p9N5Mi,ONLY_ONE_SIDE_SYNONYM
inner mitochondrial,CISD3/MiNT,Cellular component - Protein,:38781208:VdLByrGy3eyME3GmwPLRuo,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,muscle atrophy,Disease - Phenotype (positive),:38781208:JKgRNNzKDQBm8hT27Fz552,KG_ALREADY_EXISTS
biogenesis and function of complex I,CISD3/MiNT,Biological process - Protein,:38781208:2NF4NqqreQJNSJZPZC4pBy,TWO_SIDE_NO_SYNONYM
muscle maintenance and function,CISD3/MiNT,Biological process - Protein,:38781208:C6GuzW6dbA7gCsxoLSgR8M,TWO_SIDE_NO_SYNONYM
muscle degeneration syndromes,CISD3,Disease - Protein,:38781208:fLuP3Zkvh3e6dgbGcAv8xS,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,muscle fragility,Disease - Phenotype (positive),:38777460:mumsRTqo8XTowLMf27PmRQ,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,sarcolemma instability,Disease - Phenotype (positive),:38777460:fRCKPnbbgGueVBzdVNJhfD,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,chronic inflammation,Disease - Phenotype (positive),:38777460:fXgRBjLZ6gxLBXYaU2soHJ,APPROVED(NODE_ALL_EXISTS)
DMD,fat mass increased,Disease - Phenotype (positive),:38777460:HmCGJ3Xs66xeuXCETEc9vm,ONLY_ONE_SIDE_SYNONYM
DMD,lean mass decreased,Disease - Phenotype (positive),:38777460:7YPiMTtXPnpq4WqXRNMBj6,ONLY_ONE_SIDE_SYNONYM
DMD,Cytokines levels higher,Disease - Phenotype (positive),:38777460:9DWk3LNWf9bi5WAwkqLYwe,ONLY_ONE_SIDE_SYNONYM
DMD,persistent inflammatory profile,Disease - Phenotype (positive),:38777460:MWMHVkGvwaHew9Wgts5MwF,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,fatal muscle-wasting disease,Disease - Phenotype (positive),:38771158:UhmjoPNshBQxdXNXBr8GRr,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,dystrophin protein,Disease - Protein,:38771158:gQJk3D8DHet2mJtSZeGRsA,ONLY_ONE_SIDE_SYNONYM
SG-02,utrophin,Drug - Protein,:38771158:Q78xtVuiQ79nbwfEuTqnbQ,ONLY_ONE_SIDE_SYNONYM
SG-02,DMD,Drug - Disease (indication),:38771158:drkJG5NZ6pvcQtfza7myvS,ONLY_ONE_SIDE_SYNONYM
SG-02,AhR,Drug - Protein,:38771158:ie3X2kWKFvjv7VesGkbmb4,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,muscular weakness,Disease - Phenotype (positive),:38770680:AyFYfnWmeV6JJ8yFqu24PD,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,chronic inflammation,Disease - Phenotype (positive),:38770680:UK4DPDPcui2CdwXpsc6hZz,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,cardiomyopathy,Disease - Phenotype (positive),:38770680:CYJXki2PFR9sGBh6HxKqYE,KG_ALREADY_EXISTS
dystrophin,Duchenne muscular dystrophy,Disease - Protein,:38770680:CDTUUFkiU4rxtCKT6jdHfR,NO_ID
GR,muscular dystrophy,Disease - Protein,:38770680:38cgPsnPvd7WGm7rubjfaJ,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,creatine kinase,Disease - Protein,:38767836:gPsUSUDLjccT5V2U7sKADT,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,creatine kinase-MM,Disease - Protein,:38767836:6NnCVt882GrPxD6iHNd9uu,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,proto-oncogene tyrosine-protein kinase receptor (RET),Disease - Protein,:38767836:XaTmoemyYVUg2Xvcui5Rgx,APPROVED(NODE_ALL_EXISTS)
creatine kinase,serum,Anatomy - Protein (present),:38767836:J9nec5bggzwLeeBc86qVXg,ONLY_ONE_SIDE_SYNONYM
creatine kinase-MM,serum,Anatomy - Protein (present),:38767836:duFywhPbdMaSpGF3dtsFha,ONLY_ONE_SIDE_SYNONYM
proto-oncogene tyrosine-protein kinase receptor (RET),serum,Anatomy - Protein (present),:38767836:JCe6p3fW4n7Q8x3yh8zXBK,ONLY_ONE_SIDE_SYNONYM
RET,dried blood spots,Anatomy - Protein (present),:38767836:eQoXFKVPgkdKFczxpCL3VX,TWO_SIDE_NO_SYNONYM
creatine kinase-MM,dried blood spots,Anatomy - Protein (present),:38767836:E4nCGsvgjrGLeW76zhVsNq,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin gene,Disease - Protein,:38762732:bA2FDF2iGEsVfaXqSf4qYw,ONLY_ONE_SIDE_SYNONYM
siRNAs,Duchenne muscular dystrophy,Drug - Disease (indication),:38762732:Zg2mZwqJG69BAHNUEB8A3D,ONLY_ONE_SIDE_SYNONYM
COL1A2,DMD,Disease - Protein,:38762732:bEK4QUet7LVMaeVAQKXzcF,NO_ID
FBN1,DMD,Disease - Protein,:38762732:fkvYd5cifLjoSBZu8AQYQa,ONLY_ONE_SIDE_SYNONYM
FN1,DMD,Disease - Protein,:38762732:mF4zrrdT3KkafU77E9xyH7,NO_ID
Duchenne muscular dystrophy,progressive muscle weakness,Disease - Phenotype (positive),:38762116:NbdAuKyKj56FwTaHkqfu2B,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,early fatality,Disease - Phenotype (positive),:38762116:FUCCZz2jRRUwbPEXG3pGfG,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:38762116:7wxoYnEKtA6pSHehYX5Suj,KG_ALREADY_EXISTS
DMD,Impaired autophagy,Disease - Phenotype (positive),:38762116:hi8htLrLriYPf3tgxkQac6,ONLY_ONE_SIDE_SYNONYM
mTORC1,autophagy impairment,Biological process - Protein,:38762116:YJvWyU7ByTwHsHVvjhJcYS,ONLY_ONE_SIDE_SYNONYM
LeuRS,mdx muscles,Anatomy - Protein (present),:38762116:8BA267WGhF5yFzXLGoL6wx,TWO_SIDE_NO_SYNONYM
LeuRS,mTORC1,Biological process - Protein,:38762116:EnMfb3AcVpKi9RPUaKSyfM,ONLY_ONE_SIDE_SYNONYM
LeuRS,RagD,Pathway - Protein,:38762116:n2FsieEvxhu8aPG8545ZgZ,ONLY_ONE_SIDE_SYNONYM
BC-LI-0186,LeuRS,Exposure - Protein,:38762116:2L4b3EKUqggE7ygfayiUeo,TWO_SIDE_NO_SYNONYM
BC-LI-0186,mTORC1 activity,Exposure - Biological process,:38762116:b2huzUmtJbom87JnudDLQd,ONLY_ONE_SIDE_SYNONYM
BC-LI-0186,autophagy,Exposure - Biological process,:38762116:Dkw2wEEqovBmHUDDiKvX6L,ONLY_ONE_SIDE_SYNONYM
LeuRS,DMD,Disease - Protein,:38762116:URYez6963UvtaDjd9b8MBa,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,DMD gene,Disease - Protein,:38749865:Ex4vmDbjP8kkezsMn2vaoQ,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:38749865:8UDsb38KPALH2bXe4yr8VT,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,progressive muscle degeneration,Disease - Phenotype (positive),:38749865:jEgtsKqhfd28YGPd2Spt8r,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,heart failure,Disease - Phenotype (positive),:38749865:PRGNit9ZEvkx7uX9UZXFbf,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:38748280:cYAufmsdFJKmaHJagF9poU,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:38748280:mbgPukG3HmUfVA9yt24ei5,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:38748280:XujKMcfpRTapZDKo8ecr3n,KG_ALREADY_EXISTS
delandistrogene moxeparvovec,DMD,Drug - Disease (indication),:38748280:nmqHgUQhhdTijvVzXSkDeA,APPROVED
SRP-9001,DMD,Drug - Disease (indication),:38748280:2NWemRMzrzWSYyiCZ7YbrT,APPROVED
AAV vectors,immune responses,Drug - Phenotype,:38748280:SVDGB6kka6sFaZhpFUWBYH,ONLY_ONE_SIDE_SYNONYM
AAV vectors,severe side effects,Drug - Phenotype,:38748280:mHZksysURyFChqr5ziAxWc,TWO_SIDE_NO_SYNONYM
AAV vectors,fatal outcome,Drug - Phenotype,:38748280:JFHSAvu3iNvtWEvYzyoAkb,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,gait patterns,Disease - Phenotype (positive),:38734731:n5gkZRycQLcmBCJaRMy2G4,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,gait deviations,Disease - Phenotype (positive),:38734731:KTDjdKSwT3BWec8wn942kb,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,tiptoeing pattern,Disease - Phenotype (positive),:38734731:JoKTFgBc5WvUMtBrsoR5Rt,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,flexion pattern,Disease - Phenotype (positive),:38734731:4msaQPuYqE3RM2kLKXRMQW,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,anterior pelvic tilt,Disease - Phenotype (positive),:38734731:MtB7oo8U22KR2CvFEtdpXs,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,posterior trunk leaning,Disease - Phenotype (positive),:38734731:nvVDQNBsgWtWzBJnyitBXG,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,gait pathology,Disease - Phenotype (positive),:38734731:CgmintfES9dAEvgNeChwip,ONLY_ONE_SIDE_SYNONYM
muscular dystrophy,muscle degeneration,Disease - Phenotype (positive),:38731986:bi3MQ2VwEePP5MgnqYf57M,APPROVED(NODE_ALL_EXISTS)
Diaphragmatic sleep disordered breathing,sleep dysfunction,Phenotype - Phenotype,:38729626:mw9bz4DLvypAdWjtyAYNZv,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,Diaphragmatic sleep disordered breathing,Disease - Phenotype (positive),:38729626:GwmYJCJbfVGgjWSp7QviNh,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,diaphragmatic weakness,Disease - Phenotype (positive),:38729626:eKDk8BchrrKg3rwUMePcDC,APPROVED(NODE_ALL_EXISTS)
DMD,respiratory progression,Disease - Phenotype (positive),:38729626:isVZg8fc9xMganPs9DW828,KG_ALREADY_EXISTS
diaphragmatic apnoea,dSDB,Phenotype - Phenotype,:38729626:Tc65E3ZjxEJrikA7ZsgKsz,TWO_SIDE_NO_SYNONYM
hypopnoeas,dSDB,Phenotype - Phenotype,:38729626:XkMFjNcxdJpRzxNx8xPDyc,ONLY_ONE_SIDE_SYNONYM
dSDB,sleep disorder,Phenotype - Phenotype,:38729626:5Sgv2NhemcTM45E3Uqauux,TWO_SIDE_NO_SYNONYM
inherited myopathies,muscular disorders,Disease - Phenotype (positive),:38728626:7URk8B4VQSGGNENDw3tTPh,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,structural and metabolic impairments in skeletal muscle,Disease - Phenotype (positive),:38728626:FUHmLfoXpGoa2B7m792s9D,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,devastating progression,Disease - Phenotype (positive),:38728626:jW5hYmBa4eP7WVQoh5AoLe,ONLY_ONE_SIDE_SYNONYM
DMD,progressive degeneration of muscle fibers,Disease - Phenotype (positive),:38728626:FS8agNuLLiafv8gpELfYsr,ONLY_ONE_SIDE_SYNONYM
DMD,inflammation,Disease - Phenotype (positive),:38728626:Vsk37xXQwwWTST8M3QFnjd,NO_ID
DMD,fibrosis,Disease - Phenotype (positive),:38728626:VZy67LXeZhZGQpfrSvxUCk,NO_ID
age-related sarcopenia,common condition,Disease - Phenotype (positive),:38728626:BTFeBzmRiqDRRSsFRYRjwS,TWO_SIDE_NO_SYNONYM
DMD,progressive muscle weakness,Disease - Phenotype (positive),:38728626:dNgC79UjxSQDDETFVxt68N,KG_ALREADY_EXISTS
sarcopenia,progressive muscle weakness,Disease - Phenotype (positive),:38728626:NwK2MvoLxAKCeL5sZniwdd,ONLY_ONE_SIDE_SYNONYM
DMD,tissue inflammation,Disease - Phenotype (positive),:38728626:cmxNAu52KjynVeByPdKgyZ,ONLY_ONE_SIDE_SYNONYM
sarcopenia,tissue inflammation,Disease - Phenotype (positive),:38728626:N8hFgxPi5M8BSJB5AC92Se,TWO_SIDE_NO_SYNONYM
DMD,cardiomyopathy,Disease - Phenotype (positive),:38728626:C4NyYdMWpfpEP6YFQmnDJv,KG_ALREADY_EXISTS
DMD,fibrosis in the diaphragm,Disease - Phenotype (positive),:38728626:DChDSiJMxNHigPsVDB6q6e,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,neurobehavioral problems,Disease - Phenotype (positive),:38728201:KAS7U3qNWvPfzNbgDamM79,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,behavior,Disease - Phenotype (positive),:38728201:XYui2SoJ3Brzh7EJbU8Gqf,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,psychiatric disorders,Disease - Phenotype (positive),:38728201:ekPbH7mXbT5iRWoJ9S8aHc,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,cognitive deficits,Disease - Phenotype (positive),:38728201:DZ9dHwcrYNzLmD4xtvc8bR,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,academic deficits,Disease - Phenotype (positive),:38728201:oYMdDfwdyiAB4p26fhU6XF,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,psychosocial deficits,Disease - Phenotype (positive),:38728201:F72U6A2swxFxF5jCPVTbu4,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,cognition and learning,Disease - Phenotype (positive),:38728201:SJngBgwdBxdd98MNR37oNa,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,social responsiveness,Disease - Phenotype (positive),:38728201:84W4Vz75W34zcvBmX7stto,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,emotion regulation,Disease - Phenotype (positive),:38728201:W7fvrq3Sm2pvoUSVyVHLtV,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,externalizing behavior,Disease - Phenotype (positive),:38728201:8UKa9kTRsgsFu7RPwmbQeE,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,eating and sleeping,Disease - Phenotype (positive),:38728201:72Yu3MHzofB8RVLM3cgYL2,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,neurobehavioral disorders,Disease - Phenotype (positive),:38728201:fJbTnTFyNsCfqreCqVW9Ao,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:38721692:XmLUNTE3pyKUcssgWnK3hb,KG_ALREADY_EXISTS
cytoskeleton,dystrophin,Cellular component - Protein,:38721692:UuYhk3hj8GzhVaWoKL4n84,KG_ALREADY_EXISTS
extracellular matrix receptors,dystrophin,Cellular component - Protein,:38721692:WpSbGbVAwP2sf4F9W3oLX4,NO_ID
DMD,progressive muscle damage,Disease - Phenotype (positive),:38721692:fzZnZw8fhDJARzRrwVgofE,ONLY_ONE_SIDE_SYNONYM
DMD,neurological deficits,Disease - Phenotype (positive),:38721692:n5Z2XvB3STADp4F3ppCiHG,ONLY_ONE_SIDE_SYNONYM
DMD,changes in diffusion tensor imaging,Disease - Phenotype (positive),:38721692:Abm7BDNuPZvfUidJzfxFUz,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,DMD gene,Disease - Protein,:38714145:MMoSDmgE2APKaKgTAgTc4N,ONLY_ONE_SIDE_SYNONYM
dystrophin deficiency,dystrophin,Phenotype - Protein,:38714145:NFWnpXpk5TSw4Xwy5B6FF5,ONLY_ONE_SIDE_SYNONYM
muscle,dystrophin,Anatomy - Protein (absent),:38714145:HnUrED55hTmjdpnhaQyupT,APPROVED(NODE_ALL_EXISTS)
dystrophinopathy,DMD gene,Disease - Protein,:38714145:VusiYQfCxFNtXGVCBxzFky,ONLY_ONE_SIDE_SYNONYM
satellite cell transplantation,muscle diseases,Drug - Disease (indication),:38713532:Bunhz56sgVwMuA5R9CpwAN,TWO_SIDE_NO_SYNONYM
satellite cell transplantation,Duchenne muscular dystrophy (DMD),Drug - Disease (indication),:38713532:XC2MSY4MbiguVoQd9jx4rJ,ONLY_ONE_SIDE_SYNONYM
microdystrophins,Duchenne muscular dystrophy,Drug - Disease (indication),:38713520:M2AV5XyJsvLuJNuXiDDqVC,ONLY_ONE_SIDE_SYNONYM
microdystrophins,skeletal muscle disease,Drug - Phenotype,:38713520:YjqeMspFjhDikxgMejE84Y,ONLY_ONE_SIDE_SYNONYM
microdystrophins,cardiac disease,Drug - Disease (contraindication),:38713520:eQ2BXx8ttR5fAn7dGmAMwt,ONLY_ONE_SIDE_SYNONYM
striated muscles,microdystrophin,Anatomy - Protein (present),:38713520:9Vwfc54zMzJnjvMUZXmrfR,ONLY_ONE_SIDE_SYNONYM
cardiac,microdystrophin,Anatomy - Protein (present),:38713520:2eArcp4bXNFjEaSL7YaL4F,TWO_SIDE_NO_SYNONYM
skeletal muscle,microdystrophin,Anatomy - Protein (present),:38713520:YGySCsjiBLwDFPzhZfYJAh,ONLY_ONE_SIDE_SYNONYM
microdystrophin treatments,cardiac function,Drug - Phenotype,:38713520:oBP9wLzBPzFytnGMGL4GVW,TWO_SIDE_NO_SYNONYM
Duchenne Muscular Dystrophy,progressive,Disease - Phenotype (positive),:38710523:gFzyMidF5aLuLYPJNu4B2T,APPROVED(NODE_ALL_EXISTS)
Duchenne Muscular Dystrophy,fatal,Disease - Phenotype (positive),:38710523:db9wGYks5eodxLjfyrtN5x,ONLY_ONE_SIDE_SYNONYM
Benfotiamine,diabetic related complications,Drug - Disease (indication),:38710523:deCyzm9ZzEtSshsnShUXy4,ONLY_ONE_SIDE_SYNONYM
Benfotiamine,inflammation,Drug - Phenotype,:38710523:A9x3ETPr4Jk3GYK63VCW37,NO_ID
benfotiamine,dystrophic pathology,Drug - Phenotype,:38710523:5wcFeKVKUCRyWjNAujV6D3,ONLY_ONE_SIDE_SYNONYM
benfotiamine,Duchenne Muscular Dystrophy,Drug - Disease (off-label use),:38710523:SQzoyT8RMFXxoKFQ5haHKf,APPROVED
glucocorticoids,Duchenne Muscular Dystrophy,Drug - Disease (indication),:38710523:5qudPzgpYo49WRhEDbHpwh,ONLY_ONE_SIDE_SYNONYM
glucocorticoids,Duchenne muscular dystrophy,Drug - Disease (indication),:38710006:UHWC7STnrM7PButx25y6iZ,ONLY_ONE_SIDE_SYNONYM
Corticosteroid,Duchenne Muscular Dystrophy,Drug - Disease (indication),:38710006:DpGbnEFApRZFF4KuWwNQfu,APPROVED
glucocorticoid,RFV,Drug - Phenotype,:38710006:kYubnmqw92RJrBEi3kpqpp,ONLY_ONE_SIDE_SYNONYM
glucocorticoid,10MWRV,Drug - Phenotype,:38710006:SURrwvQ3PsjQh2rZxArD3E,ONLY_ONE_SIDE_SYNONYM
glucocorticoid,NSAA,Drug - Phenotype,:38710006:3B34vejTEfdgYAbciF2rLo,ONLY_ONE_SIDE_SYNONYM
glucocorticoid,6MWT,Drug - Phenotype,:38710006:YXroKH3GXHRMx5kApePStq,ONLY_ONE_SIDE_SYNONYM
glucocorticoid,peak performance,Drug - Phenotype,:38710006:jkVLcNrMD74mBnd3ddCuim,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,intractable X-linked muscular dystrophy,Disease - Phenotype (positive),:38702481:Fn9He2S8Rim9zJzhiqraiY,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,DMD gene,Disease - Protein,:38702481:D2WkEo2SF96Lf2gHEcRgnn,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,perturbed locomotion,Disease - Phenotype (positive),:38702481:LHcriCwoKoZi2Z7csELQps,ONLY_ONE_SIDE_SYNONYM
